1.473497	2.268925	WLACZ
3.924979	4.929044	WYLACZ
6.259103	7.211008	ZWIEKSZ
8.593227	9.545132	ZMNIEJSZ
11.109908	11.931415	OTWORZ
13.730907	14.435056	UCHYL
16.169349	17.121255	ZAMKNIJ
18.985946	19.859612	PRZYCISZ
21.854701	23.184761	PODGLOSNIJ
24.775616	25.675362	ZASLON
27.892128	28.622356	ODSLON
30.591366	31.478072	W SALONIE
33.068927	33.942594	W KUCHNI
35.507369	36.537514	W LAZIENCE
38.206608	39.341070	W GARAZU
41.140562	42.235905	W SYPIALNI
43.996278	44.674347	W DOMU
46.734635	47.595262	KUCHNIE
49.812028	50.620495	SALON
52.915500	53.384932	DOM
55.862494	56.892638	LAZIENKE
58.913807	60.048269	SYPIALNIE
62.512791	63.373417	GARAZ
65.551064	66.542088	OGRZEWANIE
68.393740	69.163088	ALARM
71.223376	72.175281	SWIATLO
73.870455	74.809320	TELEWIZOR
76.895688	78.121429	PIEKARNIK
79.777483	80.703309	PRALKE
82.724477	83.637263	CZAJNIK
85.814909	86.962412	ZMYWARKE
88.957501	90.483157	KLIMATYZACJE
92.217450	93.247594	MUZYKE
94.929728	96.012031	ODKURZACZ
98.007120	98.985105	KOMINEK
100.628120	101.423547	OKNO
102.923124	103.835910	BRAME
105.465885	106.156994	DRZWI
108.230322	109.143108	GARAZ
110.694844	111.607630	ROLETY
113.615758	114.671982	DO MINIMUM
116.314997	117.149544	O JEDEN
118.440484	119.196792	O DWA
120.683329	121.556995	O TRZY
123.186970	124.204074	O CZTERY
125.781890	126.733795	O PIEC
128.337690	129.328715	O SZESC
130.841331	131.819316	O SIEDEM
133.840485	134.766311	O OSIEM
136.161569	137.348191	O DZIEWIEC
138.495693	139.564956	DO MAKSIMUM
