1.287425	1.820601	WLACZ
2.373283	2.977983	WYLACZ
3.621696	4.154872	ZWIEKSZ
4.824593	5.448799	ZMNIEJSZ
6.170537	6.710215	OTWORZ
7.405945	7.835086	UCHYL
8.641353	9.213541	ZAMKNIJ
9.922275	10.442447	PRZYCISZ
11.177190	11.918434	PODGLOSNIJ
12.432104	13.030301	ZASLON
13.648005	14.239701	ODSLON
14.870409	15.436095	W SALONIE
16.112319	16.671503	W KUCHNI
17.302211	17.997941	W LAZIENCE
18.544121	19.194336	W GARAZU
19.831546	20.520774	W SYPIALNI
21.262019	21.749680	W DOMU
22.646976	23.180152	KUCHNIE
23.797856	24.285517	SALON
25.026761	25.377877	DOM
26.112620	26.795345	LAZIENKE
27.452062	28.154294	SYPIALNIE
28.739487	29.181633	GARAZ
30.078929	30.820174	OGRZEWANIE
31.444380	31.912534	ALARM
32.692792	33.290989	SWIATLO
34.025732	34.623929	TELEWIZOR
35.365174	36.008887	PIEKARNIK
36.672106	37.218286	PRALKE
37.966033	38.531719	CZAJNIK
39.123415	39.845153	ZMYWARKE
40.605904	41.568222	KLIMATYZACJE
42.270454	42.803630	MUZYKE
43.622900	44.234102	ODKURZACZ
44.903823	45.365475	KOMINEK
46.197750	46.607385	OKNO
47.257600	47.719252	BRAME
48.460497	48.883136	DRZWI
49.617879	50.047021	GARAZ
50.729746	51.288931	ROLETY
51.971656	52.602364	DO MINIMUM
53.278587	53.733738	O JEDEN
54.299424	54.702557	O DWA
55.515326	55.957472	O TRZY
56.796249	57.277407	O CZTERY
58.090176	58.584339	O PIEC
59.306077	59.852257	O SZESC
60.580498	61.100669	O SIEDEM
61.841914	62.368588	O OSIEM
63.155348	63.760047	O DZIEWIEC
64.280219	65.060477	DO MAKSIMUM
