1.391051	1.945623	WLACZ
2.564895	3.147196	WYLACZ
3.951325	4.519762	ZWIEKSZ
5.106684	5.772170	ZMNIEJSZ
6.659485	7.195572	OTWORZ
7.958108	8.447980	UCHYL
9.275217	9.945324	ZAMKNIJ
10.680132	11.243947	PRZYCISZ
12.769020	13.540799	PODGLOSNIJ
14.132343	14.783965	ZASLON
15.601959	16.207366	ODSLON
17.029982	17.630768	W SALONIE
18.411790	19.017198	W KUCHNI
19.867542	20.606971	W LAZIENCE
21.318672	22.002644	W GARAZU
22.746695	23.481502	W SYPIALNI
24.123882	24.632239	W DOMU
25.635090	26.152691	KUCHNIE
26.984549	27.479042	SALON
28.264686	28.639022	DOM
29.461637	30.117881	LAZIENKE
30.889660	31.642954	SYPIALNIE
32.400869	32.899983	GARAZ
33.704113	34.383464	OGRZEWANIE
35.182971	35.686708	ALARM
36.615616	37.234888	SWIATLO
37.941967	38.602832	TELEWIZOR
39.411583	40.086312	PIEKARNIK
40.904306	41.449635	PRALKE
42.295357	42.891522	CZAJNIK
43.529280	44.296438	ZMYWARKE
45.082082	46.052583	KLIMATYZACJE
46.648747	47.286505	MUZYKE
48.049042	48.709907	ODKURZACZ
49.416986	50.008529	KOMINEK
50.881980	51.307152	OKNO
52.097417	52.684339	BRAME
53.885912	54.389648	DRZWI
55.290828	55.845400	GARAZ
56.875979	57.458280	ROLETY
58.285516	59.011081	DO MINIMUM
59.778239	60.337433	O JEDEN
61.150805	61.608327	O DWA
62.532614	63.040971	O TRZY
64.053065	64.700066	O CZTERY
65.448738	66.054146	O PIEC
66.904489	67.560733	O SZESC
68.286298	68.845491	O SIEDEM
69.802128	70.444507	O OSIEM
71.202422	71.854044	O DZIEWIEC
72.542638	73.406846	DO MAKSIMUM
