2.057676	2.862854	WLACZ
4.417294	5.513231	WYLACZ
7.324881	8.275438	ZWIEKSZ
9.863427	11.048828	ZMNIEJSZ
12.916393	13.844584	OTWORZ
15.276011	16.058822	UCHYL
17.758642	18.776297	ZAMKNIJ
20.610313	21.739798	PRZYCISZ
23.406069	24.502005	PODGLOSNIJ
26.000531	27.152382	ZASLON
28.516711	29.545549	ODSLON
30.842780	31.927533	W SALONIE
33.571438	34.712106	W KUCHNI
36.165899	37.519045	W LAZIENCE
38.704446	39.990493	W GARAZU
41.343639	42.830981	W SYPIALNI
44.463703	45.369528	W DOMU
47.471936	48.646154	KUCHNIE
50.312424	51.330080	SALON
52.683225	53.398939	DOM
54.908647	55.959851	LAZIENKE
57.245899	58.453666	SYPIALNIE
59.996923	60.746186	GARAZ
64.973369	66.069305	OGRZEWANIE
67.634928	68.406557	ALARM
71.806196	72.801485	SWIATLO
74.467756	75.496594	TELEWIZOR
76.849740	77.912127	PIEKARNIK
79.891523	80.685517	PRALKE
82.933305	83.738483	CZAJNIK
85.606048	86.757899	ZMYWARKE
88.323523	89.754950	KLIMATYZACJE
90.917984	91.980371	MUZYKE
93.344700	94.328806	ODKURZACZ
95.983894	96.822621	KOMINEK
98.589538	99.249337	OKNO
100.513019	101.407660	BRAME
102.458865	103.319958	DRZWI
104.818483	105.847321	GARAZ
107.088637	107.960912	ROLETY
110.029772	111.092159	DO MINIMUM
112.512403	113.339947	O JEDEN
114.749008	115.453538	O DWA
116.873782	117.846706	O TRZY
119.054472	119.960297	O CZTERY
121.380541	122.465294	O PIEC
123.706610	124.724265	O SZESC
126.088594	127.240446	O SIEDEM
128.358748	129.264573	O OSIEM
130.461156	131.467629	O DZIEWIEC
132.496467	133.681867	DO MAKSIMUM
