1.629541	2.546428	WLACZ
4.294628	5.407118	WYLACZ
6.813013	7.778801	ZWIEKSZ
9.771504	10.712842	ZMNIEJSZ
13.105382	13.948919	OTWORZ
15.697118	16.296151	UCHYL
17.983225	18.851212	ZAMKNIJ
20.513835	21.308471	PRZYCISZ
22.922193	23.826856	PODGLOSNIJ
25.611730	26.394141	ZASLON
27.775585	28.533546	ODSLON
30.685176	31.455361	W SALONIE
32.971283	33.778144	W KUCHNI
35.501893	36.504357	W LAZIENCE
37.959152	39.022741	W GARAZU
40.868742	41.969007	W SYPIALNI
43.888359	44.695220	W DOMU
46.528996	47.238055	KUCHNIE
49.132957	49.903142	SALON
51.675792	52.213700	DOM
54.206402	55.159965	LAZIENKE
57.115993	58.240708	SYPIALNIE
60.221186	61.052497	GARAZ
62.971849	63.949862	OGRZEWANIE
65.795863	66.529373	ALARM
68.240897	69.133334	SWIATLO
70.844858	71.761746	TELEWIZOR
73.069839	74.108978	PIEKARNIK
75.368171	76.223933	PRALKE
78.021033	78.852344	CZAJNIK
80.563868	81.688584	ZMYWARKE
83.461233	84.891578	KLIMATYZACJE
86.541976	87.446638	MUZYKE
88.901434	89.952798	ODKURZACZ
91.150865	92.055527	KOMINEK
93.877078	94.610588	OKNO
96.126509	96.921145	BRAME
98.400390	99.072775	DRZWI
100.613146	101.530034	GARAZ
103.045955	103.889492	ROLETY
105.723267	106.640155	DO MINIMUM
108.070500	108.877361	O JEDEN
110.271030	110.980090	O DWA
112.471561	113.205071	O TRZY
114.745442	115.674555	O CZTERY
117.129350	117.972887	O PIEC
119.427682	120.356795	O SZESC
121.811590	122.716253	O SIEDEM
123.889869	124.855658	O OSIEM
126.322678	127.337367	O DZIEWIEC
128.510983	129.599023	DO MAKSIMUM
