0.664248	1.250350	WLACZ
1.479906	2.163691	WYLACZ
2.432321	2.959812	ZWIEKSZ
3.272399	3.902458	ZMNIEJSZ
4.171088	4.801147	OTWORZ
5.299333	5.782866	UCHYL
6.539914	7.135784	ZAMKNIJ
8.684068	9.319011	PRZYCISZ
9.880692	10.593782	PODGLOSNIJ
11.072431	11.687837	ZASLON
12.542569	13.148207	ODSLON
14.559734	15.258404	W SALONIE
15.907767	16.445027	W KUCHNI
16.835761	17.626998	W LAZIENCE
18.408425	19.189935	W GARAZU
19.448796	20.362137	W SYPIALNI
20.586809	21.304784	W DOMU
21.827391	22.384301	KUCHNIE
22.857952	23.435113	SALON
23.839672	24.323205	DOM
24.938612	25.681007	LAZIENKE
26.130351	26.940403	SYPIALNIE
27.419774	27.908192	GARAZ
28.381957	29.163426	OGRZEWANIE
29.759295	30.345397	ALARM
30.838699	31.634820	SWIATLO
32.176963	32.982853	TELEWIZOR
33.378471	33.955633	PIEKARNIK
34.697199	35.254110	PRALKE
36.045232	36.551514	CZAJNIK
36.939037	37.593516	ZMYWARKE
38.140544	38.956202	KLIMAYZACJE
39.527651	40.155441	MUZYKE
40.699853	41.417828	ODKURZACZ
41.832983	42.375126	KOMINEK
43.073564	43.589972	OKNO
44.001558	44.651153	BRAME
45.076077	45.481464	DRZWI
46.043144	46.565751	GARAZ
47.049285	47.656823	ROLETY
47.845406	48.587801	DO MINIMUM
48.871083	49.529250	O JEDEN
49.852803	50.338834	O DWA
50.907785	51.405971	O TRZY
52.255818	52.861456	O CZTERY
53.584314	54.170291	O PIEC
54.805359	55.386576	O SZESC
56.133855	56.798103	O SIEDEM
57.389089	58.082642	O OSIEM
58.707817	59.464865	O DZIEWIEC
60.002124	60.793361	DO MAKSIMUM
