0.946013	1.869636	WLACZ
2.283866	3.280259	WYLACZ
3.795248	4.690882	ZWIEKSZ
5.496953	6.482150	ZMNIEJSZ
7.187461	8.043911	OTWORZ
8.687648	9.342580	UCHYL
10.227019	11.128250	ZAMKNIJ
12.012689	12.891529	PRZYCISZ
13.742381	14.744372	PODGLOSNIJ
15.276154	16.166190	ZASLON
17.017043	17.845504	ODSLON
18.696356	19.524817	W SALONIE
20.314095	21.114567	W KUCHNI
21.853465	22.743501	W LAZIENCE
23.499192	24.266079	W GARAZU
24.848241	25.861427	W SYPIALNI
26.908199	27.411993	W DOMU
28.352408	29.001743	KUCHNIE
29.863790	30.417964	SALON
31.347184	31.677449	DOM
32.584278	33.183233	LAZIENKE
33.826970	34.437120	SYPIALNIE
35.304766	35.730192	GARAZ
36.485883	37.157608	OGRZEWANIE
37.958081	38.450679	ALARM
39.100014	39.575819	SWIATLO
40.208361	40.919270	TELEWIZOR
41.613386	42.374675	PIEKARNIK
42.945642	43.533401	PRALKE
44.205127	44.899243	CZAJNIK
45.235106	45.946015	ZMYWARKE
46.556165	47.502179	KLIMAYZACJE
48.123525	48.694491	MUZYKE
49.545343	50.357011	ODKURZACZ
50.944771	51.650083	KOMINEK
52.176268	52.674464	OKNO
53.480534	53.945144	BRAME
54.689640	55.042296	DRZWI
55.988309	56.553678	GARAZ
57.292576	57.969899	ROLETY
58.552061	59.380522	DO MINIMUM
60.119420	60.695984	O JEDEN
61.350917	61.686779	O DWA
62.420079	62.761540	O TRZY
63.735542	64.317704	O CZTERY
65.146165	65.806695	O PIEC
66.629558	67.329272	O SZESC
68.084963	68.695114	O SIEDEM
69.434012	70.144921	O OSIEM
70.839037	71.712280	O DZIEWIEC
72.523949	73.279640	DO MAKSIMUM
