1.953043	2.363683	WLACZ
3.485431	4.186524	WYLACZ
5.183077	6.014372	ZWIEKSZ
7.005918	7.827197	ZMNIEJSZ
8.984000	9.670069	OTWORZ
10.656606	11.202457	UCHYL
12.564580	13.370836	ZAMKNIJ
14.347358	15.178653	PRZYCISZ
16.105097	17.146720	PODGLOSNIJ
18.108219	18.959545	ZASLON
19.870965	20.652183	ODSLON
21.768923	22.780499	WSALONIE
23.987380	24.778613	WKUCHNI
25.659987	26.876883	WLAZIENCE
27.713186	28.960129	WGARAZU
29.916620	31.298774	WSYPIALNI
32.901271	33.677480	WDOMU
35.099697	35.750711	KUCHNIE
36.842412	37.633645	SALON
38.880589	39.361338	DOM
40.257735	41.329405	LAZIENKE
42.220794	43.267425	SYPIALNIE
44.263978	44.970078	GARAZ
45.901530	46.918114	OGRZEWANIE
47.994792	48.625775	ALARM
49.552219	50.378506	SWIATLO
51.264887	52.026074	TELEWIZOR
52.932486	53.648602	PIEKARNIK
54.955639	55.661739	PRALKE
56.713378	57.309307	CZAJNIK
58.195688	59.147171	ZMYWARKE
59.958435	61.085191	KLIMATYZACJE
62.036673	62.747781	MUZYKE
63.759358	64.510528	ODKURZACZ
65.512089	66.057940	KOMINEK
67.084540	67.630390	OKNO
68.727099	69.413168	BRAME
70.279518	70.765275	DRZWI
72.032250	72.713311	GARAZ
73.519567	74.255715	ROLETY
75.372455	76.238805	DOMINIMUM
77.085124	77.791224	OJEDEN
78.737699	79.198417	ODWA
80.375251	80.911086	OTRZY
82.077904	82.738934	OCZTERY
84.086033	84.666939	OPIEC
85.588375	86.229373	OSZESC
87.150809	87.876941	OSIEDEM
88.863478	89.639688	OOSIEM
90.756428	91.522622	ODZIEWIEC
92.599300	93.445619	DOMAKSIMUM
