2.899459	3.479351	WLACZ
4.682090	5.197550	WYLACZ
6.314378	6.872793	ZWIEKSZ
7.817802	8.462126	ZMNIEJSZ
9.578955	10.266234	OTWORZ
11.189766	11.726703	UCHYL
12.757622	13.487856	ZAMKNIJ
14.432865	15.098667	PRZYCISZ
16.258450	17.053117	PODGLOSNIJ
18.084036	18.706883	ZASLON
19.802234	20.403604	ODSLON
21.391568	22.164757	WSALONIE
23.131243	23.904432	WKUCHNI
25.021261	25.901838	WLAZIENCE
26.954234	27.813333	WGARAZU
28.908685	29.789261	WSYPIALNI
30.691315	31.335640	WDOMU
32.495423	33.139748	KUCHNIE
33.998847	34.643171	SALON
35.824432	36.296937	DOM
37.478198	38.208432	LAZIENKE
39.089009	39.969586	SYPIALNIE
41.129369	41.687784	GARAZ
42.675748	43.448937	OGRZEWANIE
44.608721	45.253045	ALARM
46.112144	46.842378	SWIATLO
47.894775	48.689441	TELEWIZOR
49.634450	50.278775	PIEKARNIK
51.524468	52.211748	PRALKE
53.264144	53.951423	CZAJNIK
55.197117	56.099171	ZMYWARKE
57.301910	58.397261	KLIMATYZACJE
59.449658	60.136937	MUZYKE
61.232288	61.919568	ODKURZACZ
63.208216	63.788108	KOMINEK
65.033802	65.635171	OKNO
66.773477	67.331892	BRAME
68.427243	69.007135	DRZWI
70.338739	71.004541	GARAZ
71.992505	72.744216	ROLETY
75.214126	76.073225	DOMINIMUM
77.018234	77.791423	OJEDEN
78.714955	79.294847	ODWA
80.540541	81.141910	OTRZY
82.366126	83.117838	OCZTERY
84.234667	84.921946	OPIEC
85.995820	86.661622	OSZESC
87.821405	88.594595	OSIEDEM
89.604036	90.355748	OOSIEM
91.515532	92.288721	ODZIEWIEC
93.147820	93.985441	DOMAKSIMUM
