0.852432	1.627371	WLACZ
2.789778	3.409729	WYLACZ
4.494643	5.192087	ZWIEKSZ
6.445534	7.129232	ZMNIEJSZ
8.382679	9.066378	OTWORZ
10.148900	10.775623	UCHYL
12.199995	12.940668	ZAMKNIJ
14.023190	14.706889	PRZYCISZ
15.732436	16.587059	PODGLOSNIJ
17.662207	18.288930	ZASLON
19.314478	19.971000	ODSLON
20.909774	21.878346	W SALONIE
22.789944	23.644567	W KUCHNI
24.613139	25.638687	W LAZIENCE
26.664234	27.518857	W GARAZU
28.544405	29.456003	W SYPIALNI
30.525000	31.165248	W DOMU
32.133821	32.817519	KUCHNIE
33.672142	34.469790	SALON
35.438363	36.008111	DOM
36.862734	37.831307	LAZIENKE
38.742905	39.755000	SYPIALNIE
40.680050	41.363748	GARAZ
42.218371	43.186944	OGRZEWANIE
44.212491	44.953164	 ALARM
45.921737	46.719385	SWIATLO
47.630983	48.428631	TELEWIZOR
49.454178	50.365776	PIEKARNIK
51.448299	52.302921	PRALKE
53.328469	54.012167	CZAJNIK
54.923765	55.778388	ZMYWARKE
56.746961	57.943433	KLIMATYZACJE
59.025955	59.823603	MUZYKE
60.906125	61.760748	ODKURZACZ
62.843271	63.640919	KOMINEK
65.065290	65.748988	OKNO
66.888486	67.515209	BRAME
68.825631	69.452354	DRZWI
71.218575	72.016223	GARAZ
73.098745	73.855000	ROLETY
75.035891	75.947488	DO MINIMUM
77.143960	77.941608	O JEDEN
79.195055	79.992703	O DWA
81.474050	82.157748	O TRZY
83.582120	84.379768	O CZTERY
85.804139	86.487837	O PIEC
88.197083	88.937756	O SZESC
90.419103	91.159776	O SIEDEM
92.698097	93.495745	O OSIEM
94.749192	95.660790	O DZIEWIEC
96.686337	97.540960	DO MAKSIMUM
